Epoch0	Top1:	29.040285472814347	Top3:	50.89210254483989
Epoch1	Top1:	34.322471593576864	Top3:	57.66738660907127
Epoch0	Top1:	33.39750211287445	Top3:	56.653206873884876
Epoch1	Top1:	36.261620809465676	Top3:	60.24978871255517
Epoch2	Top1:	38.04113062259367	Top3:	62.46595924499954
Epoch3	Top1:	39.111653676401545	Top3:	63.860456380880834
Epoch4	Top1:	40.09296647572542	Top3:	64.66804394778852
Epoch5	Top1:	40.698657150906186	Top3:	65.36294487745327
Epoch6	Top1:	41.02263123297962	Top3:	65.57423232228379
Epoch7	Top1:	41.6658841205747	Top3:	66.06254108366983
Epoch8	Top1:	42.14010705230538	Top3:	66.80439477885247
Epoch9	Top1:	42.27157479575547	Top3:	66.81848060850784
Epoch10	Top1:	43.299840360597244	Top3:	67.74345008921026
Epoch11	Top1:	43.318621466804395	Top3:	67.68710677058878
Epoch12	Top1:	43.360878955770495	Top3:	67.79509813127993
Epoch13	Top1:	43.464175039909854	Top3:	67.70119260024416
Epoch14	Top1:	43.567471124049206	Top3:	67.73405953610667
Epoch15	Top1:	43.50173725232416	Top3:	67.71527842989951
Epoch16	Top1:	43.605033336463514	Top3:	67.71058315334774
